customer_tweet_id,customer_text,brand_tweet_id,brand_reply_text
705,Order #68028 arrived completely broken. Packaging was fine but the item inside is smashed.,706,"So sorry to hear that! I've started a replacement for order #68028, no need to return the damaged item. It'll ship within 24 hours."
707,This is the THIRD time I've contacted support about order #87139 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,708,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
709,"Can't log into my account, it keeps saying invalid password even after reset. Help!",710,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
711,"My order #89905 still hasn't arrived, it's been 14 days past the estimate. Where is it??",712,"Sorry for the wait! I've checked order #89905 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
713,"My order #37235 still hasn't arrived, it's been 13 days past the estimate. Where is it??",714,"Sorry for the wait! I've checked order #37235 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
715,I returned item #44687 two weeks ago and still no refund. This is ridiculous.,716,"I'm sorry about the delay on your refund for #44687. I've escalated this to our refunds team, you should see it within 3-5 business days."
717,"My order #30585 still hasn't arrived, it's been 6 days past the estimate. Where is it??",718,"Sorry for the wait! I've checked order #30585 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
719,I returned item #82350 two weeks ago and still no refund. This is ridiculous.,720,"I'm sorry about the delay on your refund for #82350. I've escalated this to our refunds team, you should see it within 3-5 business days."
721,I returned item #10350 two weeks ago and still no refund. This is ridiculous.,722,"I'm sorry about the delay on your refund for #10350. I've escalated this to our refunds team, you should see it within 3-5 business days."
723,Order #87832 arrived completely broken. Packaging was fine but the item inside is smashed.,724,"So sorry to hear that! I've started a replacement for order #87832, no need to return the damaged item. It'll ship within 24 hours."
725,"Can't log into my account, it keeps saying invalid password even after reset. Help!",726,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
727,"Can't log into my account, it keeps saying invalid password even after reset. Help!",728,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
729,This is the THIRD time I've contacted support about order #69510 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,730,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
731,Does order #40595 include international shipping or is that separate?,732,"Great question! International shipping is included in the price shown at checkout for order #40595, no extra charge."
733,This is the THIRD time I've contacted support about order #91927 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,734,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
735,Does order #35928 include international shipping or is that separate?,736,"Great question! International shipping is included in the price shown at checkout for order #35928, no extra charge."
737,"My order #81376 still hasn't arrived, it's been 6 days past the estimate. Where is it??",738,"Sorry for the wait! I've checked order #81376 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
739,Does order #29528 include international shipping or is that separate?,740,"Great question! International shipping is included in the price shown at checkout for order #29528, no extra charge."
741,This is the THIRD time I've contacted support about order #28643 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,742,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
743,"My order #31747 still hasn't arrived, it's been 15 days past the estimate. Where is it??",744,"Sorry for the wait! I've checked order #31747 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
745,"Can't log into my account, it keeps saying invalid password even after reset. Help!",746,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
747,This is the THIRD time I've contacted support about order #84607 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,748,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
749,Order #26299 arrived completely broken. Packaging was fine but the item inside is smashed.,750,"So sorry to hear that! I've started a replacement for order #26299, no need to return the damaged item. It'll ship within 24 hours."
751,Does order #49857 include international shipping or is that separate?,752,"Great question! International shipping is included in the price shown at checkout for order #49857, no extra charge."
753,Order #45683 arrived completely broken. Packaging was fine but the item inside is smashed.,754,"So sorry to hear that! I've started a replacement for order #45683, no need to return the damaged item. It'll ship within 24 hours."
755,"I was charged twice for order #74722, please fix this immediately.",756,Apologies for the duplicate charge on #74722. I've flagged this with billing and the extra charge will be reversed within 2 business days.
757,"My order #88385 still hasn't arrived, it's been 3 days past the estimate. Where is it??",758,"Sorry for the wait! I've checked order #88385 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
759,Order #52247 arrived completely broken. Packaging was fine but the item inside is smashed.,760,"So sorry to hear that! I've started a replacement for order #52247, no need to return the damaged item. It'll ship within 24 hours."
761,"Can't log into my account, it keeps saying invalid password even after reset. Help!",762,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
763,I returned item #98381 two weeks ago and still no refund. This is ridiculous.,764,"I'm sorry about the delay on your refund for #98381. I've escalated this to our refunds team, you should see it within 3-5 business days."
765,"I was charged twice for order #12719, please fix this immediately.",766,Apologies for the duplicate charge on #12719. I've flagged this with billing and the extra charge will be reversed within 2 business days.
767,Does order #45325 include international shipping or is that separate?,768,"Great question! International shipping is included in the price shown at checkout for order #45325, no extra charge."
769,"My order #32962 still hasn't arrived, it's been 10 days past the estimate. Where is it??",770,"Sorry for the wait! I've checked order #32962 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
771,"I was charged twice for order #95394, please fix this immediately.",772,Apologies for the duplicate charge on #95394. I've flagged this with billing and the extra charge will be reversed within 2 business days.
773,"Can't log into my account, it keeps saying invalid password even after reset. Help!",774,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
775,Order #93202 arrived completely broken. Packaging was fine but the item inside is smashed.,776,"So sorry to hear that! I've started a replacement for order #93202, no need to return the damaged item. It'll ship within 24 hours."
777,"My order #71605 still hasn't arrived, it's been 8 days past the estimate. Where is it??",778,"Sorry for the wait! I've checked order #71605 and it's currently in transit, expected within 2 days. I'll send you tracking details via DM."
779,Order #53687 arrived completely broken. Packaging was fine but the item inside is smashed.,780,"So sorry to hear that! I've started a replacement for order #53687, no need to return the damaged item. It'll ship within 24 hours."
781,Does order #23710 include international shipping or is that separate?,782,"Great question! International shipping is included in the price shown at checkout for order #23710, no extra charge."
783,"Can't log into my account, it keeps saying invalid password even after reset. Help!",784,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
785,Order #47777 arrived completely broken. Packaging was fine but the item inside is smashed.,786,"So sorry to hear that! I've started a replacement for order #47777, no need to return the damaged item. It'll ship within 24 hours."
787,Order #82102 arrived completely broken. Packaging was fine but the item inside is smashed.,788,"So sorry to hear that! I've started a replacement for order #82102, no need to return the damaged item. It'll ship within 24 hours."
789,Order #21542 arrived completely broken. Packaging was fine but the item inside is smashed.,790,"So sorry to hear that! I've started a replacement for order #21542, no need to return the damaged item. It'll ship within 24 hours."
791,"Can't log into my account, it keeps saying invalid password even after reset. Help!",792,Sorry for the trouble! Please try clearing your browser cache and resetting again via the link we just sent. Let us know if it persists.
793,This is the THIRD time I've contacted support about order #62976 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,794,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
795,This is the THIRD time I've contacted support about order #10150 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,796,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
797,This is the THIRD time I've contacted support about order #81118 with no resolution. I want a manager to call me NOW or I'm disputing the charge with my bank.,798,"I completely understand your frustration and I'm escalating this to a senior specialist right now, they'll reach out directly within the hour."
799,Order #17104 arrived completely broken. Packaging was fine but the item inside is smashed.,800,"So sorry to hear that! I've started a replacement for order #17104, no need to return the damaged item. It'll ship within 24 hours."
